0, 20, 156800.0, 3839.716084, 94806.6567845, 102923.14985229999, 48263.53566835242
1, 20, 93146.669694, 0.0, 63925.14140950001, 47827.1351002, 41249.087278785235
2, 20, 93156.385829, 0.0, 1244.510605, 29547.289578249998, 38765.4776880269
3, 20, 141386.285641, 0.0, 9759.0830445, 45162.23301965, 52330.22636419015
4, 20, 124439.435155, 0.0, 33439.0032175, 52443.239834249995, 50444.86962928303
5, 20, 149391.613487, 0.0, 1909.5284904999999, 35947.928970299996, 50500.8244912308
6, 20, 104439.581791, 0.0, 228.4827825, 17269.410370600002, 29283.665683144674
7, 20, 71947.481783, 0.0, 0.0, 8480.83843315, 18033.617625206683
8, 20, 62048.64338, 0.0, 0.0, 5238.5183385, 13825.915320597956
9, 20, 79837.04151, 0.0, 0.0, 7688.4528781, 22609.1566317709
10, 20, 79906.53601, 0.0, 0.0, 7689.5972912, 21822.233868003936
11, 20, 28087.162994, 0.0, 0.0, 1473.7756008, 6109.062880040495
12, 20, 1921.637192, 0.0, 0.0, 143.44657794999998, 432.35530838954406
13, 20, 798.552038, 0.0, 0.0, 39.9276019, 174.04038174002258
14, 20, 22201.402142, 0.0, 0.0, 1239.02241835, 4823.537564033307
15, 20, 216.941309, 0.0, 0.0, 20.9130763, 62.78782768856084
16, 20, 289.354167, 0.0, 0.0, 14.46770835, 63.06327864226958
17, 20, 74636.237913, 0.0, 0.0, 3966.0656291, 16224.464062707317
18, 20, 229.669703, 0.0, 0.0, 11.48348515, 50.055351288500006
19, 20, 0.0, 0.0, 0.0, 0.0, 0.0
20, 20, 0.0, 0.0, 0.0, 0.0, 0.0
